run_id,arm,seed_init,epoch,train_loss,train_acc,val_loss,val_acc,lr
mlp-medmnist-2026-08-23_17-15-37,baseline,42,0,0.6039965748786926,0.7307692170143127,0.5401285886764526,0.7307692170143127,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,42,1,0.597487211227417,0.7344322204589844,0.5110829472541809,0.7307692170143127,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,42,2,0.5585173964500427,0.732600748538971,0.5732722878456116,0.807692289352417,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,42,3,0.5575465559959412,0.7417582273483276,0.5047920346260071,0.7692307829856873,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,42,4,0.527845025062561,0.7545787692070007,0.5121287107467651,0.7820512652397156,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,42,5,0.55245041847229,0.7252747416496277,0.5656000971794128,0.7179487347602844,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,42,6,0.5549895167350769,0.732600748538971,0.5294271111488342,0.8333333134651184,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,42,7,0.5505832433700562,0.7234432101249695,0.4957977831363678,0.8333333134651184,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,43,0,0.6160213947296143,0.7014651894569397,0.5558924078941345,0.7307692170143127,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,43,1,0.583137035369873,0.7307692170143127,0.515379786491394,0.7307692170143127,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,43,2,0.5598318576812744,0.732600748538971,0.5759587287902832,0.7435897588729858,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,43,3,0.5572352409362793,0.7454212307929993,0.5115914940834045,0.7564102411270142,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,43,4,0.5454037189483643,0.7417582273483276,0.5256659388542175,0.7948718070983887,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,43,5,0.5563651919364929,0.7252747416496277,0.576155960559845,0.692307710647583,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,43,6,0.5464916825294495,0.7289377450942993,0.5250051617622375,0.8589743375778198,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,43,7,0.5458350777626038,0.738095223903656,0.5014005899429321,0.8589743375778198,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,44,0,0.61143958568573,0.7307692170143127,0.5518728494644165,0.7307692170143127,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,44,1,0.5980091094970703,0.7307692170143127,0.5290356278419495,0.7307692170143127,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,44,2,0.5650234222412109,0.7307692170143127,0.5725604891777039,0.8205128312110901,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,44,3,0.5577104687690735,0.7435897588729858,0.5059442520141602,0.7307692170143127,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,44,4,0.5417256355285645,0.7399267554283142,0.5427597761154175,0.7564102411270142,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,44,5,0.5540077686309814,0.7417582273483276,0.5676558613777161,0.7179487347602844,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,44,6,0.5443720817565918,0.7417582273483276,0.5183718204498291,0.8717948794364929,0.001
mlp-medmnist-2026-08-23_17-15-37,baseline,44,7,0.5378358960151672,0.732600748538971,0.5007221102714539,0.8717948794364929,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,42,0,0.6039965748786926,0.7307692170143127,0.5401285886764526,0.7307692170143127,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,42,1,0.597487211227417,0.7344322204589844,0.5110829472541809,0.7307692170143127,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,42,2,0.5585173964500427,0.732600748538971,0.5732722878456116,0.807692289352417,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,42,3,0.5575465559959412,0.7417582273483276,0.5047920346260071,0.7692307829856873,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,42,4,0.527845025062561,0.7545787692070007,0.5121287107467651,0.7820512652397156,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,42,5,0.55245041847229,0.7252747416496277,0.5656000971794128,0.7179487347602844,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,42,6,0.5549895167350769,0.732600748538971,0.5294271111488342,0.8333333134651184,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,42,7,0.5505832433700562,0.7234432101249695,0.4957977831363678,0.8333333134651184,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,43,0,0.6160213947296143,0.7014651894569397,0.5558924078941345,0.7307692170143127,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,43,1,0.583137035369873,0.7307692170143127,0.515379786491394,0.7307692170143127,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,43,2,0.5598318576812744,0.732600748538971,0.5759587287902832,0.7435897588729858,0.001
mlp-medmnist-2026-08-23_17-15-37,tuned,43,3,0.5572352409362793,0.7454212307929993,0.5115914940834045,0.7564102411270142,0.001
