run_id,arm,seed_init,epoch,train_loss,train_acc,val_loss,val_acc,lr
cnn-medmnist-2026-08-23_17-20-15,baseline,42,0,1.0334514379501343,0.6514913439750671,0.8527113199234009,0.6689929962158203,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,42,1,0.9140357375144958,0.677750825881958,0.7993946671485901,0.6979062557220459,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,42,2,0.8860751390457153,0.6843156814575195,0.7684395909309387,0.6999002695083618,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,42,3,0.8696562647819519,0.681175947189331,0.7841614484786987,0.6979062557220459,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,42,4,0.8459985256195068,0.6910232901573181,0.7538148760795593,0.7108674049377441,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,42,5,0.83632493019104,0.6950192451477051,0.7764113545417786,0.7128614187240601,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,42,6,0.8372296690940857,0.6917368173599243,0.7448846697807312,0.7098703980445862,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,42,7,0.8185761570930481,0.697160005569458,0.7444683909416199,0.7058823704719543,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,43,0,1.0132191181182861,0.6570572257041931,0.8604556322097778,0.6809571385383606,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,43,1,0.9103401303291321,0.6761809587478638,0.8140423893928528,0.6799601316452026,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,43,2,0.8885788917541504,0.6761809587478638,0.7912620902061462,0.6919242143630981,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,43,3,0.8735153675079346,0.6854574084281921,0.7675689458847046,0.6919242143630981,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,43,4,0.8536854386329651,0.6871699690818787,0.7631162405014038,0.7028913497924805,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,43,5,0.8502691984176636,0.6890252828598022,0.7895959615707397,0.7068793773651123,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,43,6,0.8363032937049866,0.6941629648208618,0.7586393356323242,0.7128614187240601,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,43,7,0.8265950083732605,0.6935921311378479,0.7513112425804138,0.6979062557220459,0.001
cnn-medmnist-2026-08-23_17-20-15,baseline,44,0,1.023368239402771,0.6504923701286316,0.852117657661438,0.671984076499939,0.001
