run_id,arm,seed_init,epoch,train_loss,train_acc,val_loss,val_acc,lr
resnet-medmnist-2026-08-23_17-17-45,baseline,42,0,0.7013015747070312,0.6538461446762085,0.6452082395553589,0.7307692170143127,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,42,1,0.6289796233177185,0.692307710647583,0.598986029624939,0.7307692170143127,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,42,2,0.530392050743103,0.732600748538971,0.6488491296768188,0.6153846383094788,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,42,3,0.4910879135131836,0.7728937864303589,0.6157820224761963,0.6538461446762085,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,42,4,0.47793829441070557,0.7710622549057007,0.7049759030342102,0.7179487347602844,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,42,5,0.47532665729522705,0.7600732445716858,0.45155027508735657,0.8461538553237915,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,42,6,0.45861977338790894,0.791208803653717,0.36687585711479187,0.8333333134651184,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,42,7,0.4926283359527588,0.7893772721290588,0.5501465797424316,0.8846153616905212,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,43,0,0.5790202021598816,0.7289377450942993,0.6515859365463257,0.7307692170143127,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,43,1,0.6409974098205566,0.6868131756782532,0.6276574730873108,0.7179487347602844,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,43,2,0.5506479740142822,0.7069597244262695,0.7756065726280212,0.26923078298568726,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,43,3,0.46978580951690674,0.7820512652397156,0.4977197051048279,0.7564102411270142,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,43,4,0.4952962100505829,0.7564102411270142,0.9650103449821472,0.7435897588729858,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,43,5,0.4643588364124298,0.7765567898750305,0.6689205765724182,0.7307692170143127,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,43,6,0.4442729949951172,0.791208803653717,0.3767035901546478,0.8205128312110901,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,43,7,0.4797452688217163,0.8095238208770752,0.4866160452365875,0.8461538553237915,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,44,0,0.6257670521736145,0.6831501722335815,0.6136042475700378,0.7307692170143127,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,44,1,0.6542267799377441,0.6849817037582397,0.5696431994438171,0.7307692170143127,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,44,2,0.5403954386711121,0.7307692170143127,0.5918498635292053,0.7307692170143127,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,44,3,0.5197811722755432,0.7600732445716858,0.5713179707527161,0.692307710647583,0.01
resnet-medmnist-2026-08-23_17-17-45,baseline,44,4,0.481357216835022,0.7802197933197021,0.6343671083450317,0.7051281929016113,0.01
